Date,Close,High,Low,Open,Volume
,,,,,
,,,,,
01-01-2020,3.186586618,3.186586618,3.186586618,3.186586618,0
02-01-2020,3.21036768,3.21036768,3.186587013,3.186587013,1790414
05-01-2020,3.091464996,3.146952775,3.075611345,3.146952775,6783782
06-01-2020,3.099392176,3.123172655,3.075611696,3.083538523,8335891
07-01-2020,3.21036768,3.21036768,3.123172406,3.131099232,8511557
08-01-2020,3.170733213,3.170733213,3.131099086,3.131099086,9036232
09-01-2020,3.218294144,3.250001445,3.202440493,3.210367507,8691783
13-01-2020,3.242074966,3.297562558,3.194514012,3.202440648,20154452
14-01-2020,3.329269648,3.329269648,3.257928409,3.27378206,15496957
15-01-2020,3.353050709,3.368904361,3.305489751,3.329270041,14042031
16-01-2020,3.305489302,3.376830917,3.305489302,3.353050253,10326930
19-01-2020,3.353050709,3.360977346,3.313416389,3.329270041,6061782
20-01-2020,3.345123291,3.392684621,3.337196655,3.337196655,6735640
21-01-2020,3.337197065,3.360977355,3.337197065,3.345123703,9960701
22-01-2020,3.305489302,3.329269588,3.281708637,3.329269588,7699070
23-01-2020,3.250001669,3.30548964,3.250001669,3.289635988,6712782
26-01-2020,3.25792861,3.273782261,3.242074958,3.250001595,3269111
27-01-2020,3.226221323,3.273782278,3.218294308,3.273782278,5634670
28-01-2020,3.226221323,3.257928626,3.186587005,3.226221323,9068084
29-01-2020,3.21036768,3.242074983,3.21036768,3.226221331,3553692
30-01-2020,3.202440739,3.234148043,3.202440739,3.210367754,4778344
02-02-2020,2.964635611,3.012196564,2.948781959,3.012196564,924755
03-02-2020,3.21036768,3.218294316,3.15487971,3.178660376,6833794
04-02-2020,3.170733213,3.218294166,3.170733213,3.202440515,3230143
05-02-2020,3.170733213,3.170733213,3.170733213,3.170733213,0
06-02-2020,3.170733213,3.194513879,3.154879562,3.170733213,6053101
09-02-2020,3.146952629,3.202440406,3.146952629,3.194513769,1566565
10-02-2020,3.186586618,3.186586618,3.131098844,3.162806144,4231303
11-02-2020,3.123172522,3.170733478,3.123172522,3.154879826,5893384
12-02-2020,3.075611115,3.139025714,3.075611115,3.139025714,11509463
13-02-2020,3.067684412,3.123172381,3.028050283,3.10731873,22282902
16-02-2020,3.059757471,3.091464962,3.04390382,3.067684297,2104797
17-02-2020,3.083538294,3.107318771,3.067684453,3.09146512,11780118
18-02-2020,3.123172522,3.154879826,3.075611565,3.091465217,10728917
19-02-2020,3.123172522,3.123172522,3.123172522,3.123172522,0
20-02-2020,3.083538294,3.107318771,3.075611468,3.107318771,5259410
23-02-2020,3.075611115,3.099391589,3.059757276,3.099391589,1170683
24-02-2020,2.996342897,3.051830676,2.988416072,3.051830676,8716766
25-02-2020,2.901221037,2.972562468,2.853659894,2.964635642,23170960
26-02-2020,2.821952343,2.885367132,2.774391393,2.845732818,18032061
27-02-2020,2.774391651,2.806098954,2.734757523,2.806098954,27127326
01-03-2020,2.631708384,2.687196348,2.600001083,2.631708384,11095005
02-03-2020,2.718904018,2.766464975,2.69512354,2.69512354,15635112
03-03-2020,2.718904018,2.718904018,2.718904018,2.718904018,0
04-03-2020,2.615854979,2.679269774,2.600001327,2.655489108,12410096
