Date,Close,High,Low,Open,Volume
,,,,,
,,,,,
02-01-2020,12.67318153,12.67318153,12.67318153,12.67318153,256630
06-01-2020,12.51956749,12.51956749,12.51956749,12.51956749,1349207
07-01-2020,12.61173916,12.61173916,12.61173916,12.61173916,723785
08-01-2020,12.53493023,12.53493023,12.53493023,12.53493023,816590
09-01-2020,12.61173916,12.61173916,12.61173916,12.61173916,2036254
13-01-2020,12.62709904,12.62709904,12.62709904,12.62709904,799308
14-01-2020,12.67318153,12.67318153,12.67318153,12.67318153,1983249
15-01-2020,12.73462963,12.73462963,12.73462963,12.73462963,838125
16-01-2020,12.73462963,12.73462963,12.73462963,12.73462963,1065559
21-01-2020,12.71926594,12.71926594,12.71926594,12.71926594,970961
22-01-2020,12.71926594,12.71926594,12.71926594,12.71926594,1035769
23-01-2020,12.70390701,12.70390701,12.70390701,12.70390701,918331
27-01-2020,12.53493023,12.53493023,12.53493023,12.53493023,888064
28-01-2020,12.50420952,12.50420952,12.50420952,12.50420952,1280562
29-01-2020,12.45812321,12.45812321,12.45812321,12.45812321,1661512
30-01-2020,12.50420952,12.50420952,12.50420952,12.50420952,1043632
03-02-2020,12.3659544,12.3659544,12.3659544,12.3659544,1186623
04-02-2020,12.33523178,12.33523178,12.33523178,12.33523178,1853224
05-02-2020,12.30450916,12.30450916,12.30450916,12.30450916,995449
06-02-2020,12.38131714,12.38131714,12.38131714,12.38131714,1712576
10-02-2020,12.42740154,12.42740154,12.42740154,12.42740154,1046622
11-02-2020,12.24306297,12.24306297,12.24306297,12.24306297,895407
12-02-2020,12.25842381,12.25842381,12.25842381,12.25842381,1371993
13-02-2020,12.28914738,12.28914738,12.28914738,12.28914738,1666585
18-02-2020,12.39667797,12.39667797,12.39667797,12.39667797,349556
19-02-2020,12.47348499,12.47348499,12.47348499,12.47348499,1634539
20-02-2020,12.42740154,12.42740154,12.42740154,12.42740154,1742177
24-02-2020,12.38131714,12.38131714,12.38131714,12.38131714,1726559
25-02-2020,12.24306297,12.24306297,12.24306297,12.24306297,1533811
26-02-2020,12.13553143,12.13553143,12.13553143,12.13553143,1985206
27-02-2020,12.13553143,12.13553143,12.13553143,12.13553143,2312646
02-03-2020,11.75149632,11.75149632,11.75149632,11.75149632,0
03-03-2020,11.84366608,11.84366608,11.84366608,11.84366608,1479740
04-03-2020,11.75149632,11.75149632,11.75149632,11.75149632,531588
05-03-2020,11.90511227,11.90511227,11.90511227,11.90511227,1281297
09-03-2020,10.35360622,10.35360622,10.35360622,10.35360622,3069865
10-03-2020,10.61475182,10.61475182,10.61475182,10.61475182,2764959
11-03-2020,10.95270252,10.95270252,10.95270252,10.95270252,1367513
12-03-2020,9.984933853,9.984933853,9.984933853,9.984933853,3187862
16-03-2020,9.124692917,9.124692917,9.124692917,9.124692917,3303938
17-03-2020,9.124692917,9.124692917,9.124692917,9.124692917,0
18-03-2020,9.739149094,9.739149094,9.739149094,9.739149094,4218323
19-03-2020,10.41505337,10.41505337,10.41505337,10.41505337,2396689
23-03-2020,9.52408886,9.52408886,9.52408886,9.52408886,4900996
24-03-2020,10.16926956,10.16926956,10.16926956,10.16926956,1795996
