Date,Close,High,Low,Open,Volume
,,,,,
,,,,,
02-01-2020,5.616095543,5.616095543,5.616095543,5.616095543,502564
06-01-2020,5.466617584,5.466617584,5.466617584,5.466617584,1913557
07-01-2020,5.552034378,5.552034378,5.552034378,5.552034378,1690842
08-01-2020,5.544915199,5.544915199,5.544915199,5.544915199,1860150
09-01-2020,5.637449741,5.637449741,5.637449741,5.637449741,3359909
13-01-2020,5.694393635,5.694393635,5.694393635,5.694393635,1976759
14-01-2020,5.737101555,5.737101555,5.737101555,5.737101555,2601245
15-01-2020,5.765573025,5.765573025,5.765573025,5.765573025,3039794
16-01-2020,5.7869277,5.7869277,5.7869277,5.7869277,3684212
21-01-2020,5.715747356,5.715747356,5.715747356,5.715747356,3231955
22-01-2020,5.694393635,5.694393635,5.694393635,5.694393635,6245656
23-01-2020,5.68727541,5.68727541,5.68727541,5.68727541,3609597
27-01-2020,5.516443729,5.516443729,5.516443729,5.516443729,2282355
28-01-2020,5.516443729,5.516443729,5.516443729,5.516443729,1730337
29-01-2020,5.502208233,5.502208233,5.502208233,5.502208233,1329743
30-01-2020,5.445263863,5.445263863,5.445263863,5.445263863,2483454
03-02-2020,5.395437717,5.395437717,5.395437717,5.395437717,2616673
04-02-2020,5.473736286,5.473736286,5.473736286,5.473736286,2266943
05-02-2020,5.566269398,5.566269398,5.566269398,5.566269398,2641446
06-02-2020,5.53068018,5.53068018,5.53068018,5.53068018,1782968
10-02-2020,5.573387623,5.573387623,5.573387623,5.573387623,3819340
11-02-2020,5.537797451,5.537797451,5.537797451,5.537797451,2063305
12-02-2020,5.502208233,5.502208233,5.502208233,5.502208233,2279804
13-02-2020,5.423910618,5.423910618,5.423910618,5.423910618,3436849
18-02-2020,5.438145638,5.438145638,5.438145638,5.438145638,1609196
19-02-2020,5.480854511,5.480854511,5.480854511,5.480854511,1199100
20-02-2020,5.395437717,5.395437717,5.395437717,5.395437717,1545497
24-02-2020,5.366965294,5.366965294,5.366965294,5.366965294,1679515
25-02-2020,5.395437717,5.395437717,5.395437717,5.395437717,2624591
26-02-2020,5.23884201,5.23884201,5.23884201,5.23884201,4394440
27-02-2020,5.075128078,5.075128078,5.075128078,5.075128078,5197691
02-03-2020,4.740581512,4.740581512,4.740581512,4.740581512,5238559
03-03-2020,4.769054413,4.769054413,4.769054413,4.769054413,6243720
04-03-2020,4.633812904,4.633812904,4.633812904,4.633812904,4377099
05-03-2020,4.626694679,4.626694679,4.626694679,4.626694679,5842219
09-03-2020,3.822361231,3.822361231,3.822361231,3.822361231,9885344
10-03-2020,4.128435612,4.128435612,4.128435612,4.128435612,7715916
11-03-2020,3.914895296,3.914895296,3.914895296,3.914895296,15185068
12-03-2020,3.558995485,3.558995485,3.558995485,3.558995485,7056363
16-03-2020,3.203096151,3.203096151,3.203096151,3.203096151,5920575
17-03-2020,3.082090378,3.082090378,3.082090378,3.082090378,9412541
18-03-2020,3.160388231,3.160388231,3.160388231,3.160388231,6017030
19-03-2020,3.615939856,3.615939856,3.615939856,3.615939856,6828365
23-03-2020,3.281394243,3.281394243,3.281394243,3.281394243,4361028
24-03-2020,3.502052546,3.502052546,3.502052546,3.502052546,7639028
